region_10,district_10,constituency_10,ward_10,total_candidates_10,ward_total_votes_10,ward_id_10,votes_AFP_10,votes_CCM_10,votes_CHADEMA_10,votes_CHAUSTA_10,votes_CUF_10,votes_DP_10,votes_JAHAZI_ASILIA_10,votes_NCCR_MAGEUZI_10,votes_NLD_10,votes_NRA_10,votes_other_10,votes_SAU_10,votes_TADEA_10,votes_TLP_10,votes_UDP_10,votes_UMD_10,votes_UPDP_10
wilaya ya muleba,muleba kusini,kyebitembe,mussa abdala burekelo,1,1169,5423,,,1169,,,,,,,,,,,,,,
wilaya ya muleba,muleba kusini,kyebitembe,rushakuzi vedasto rutinwa,1,3377,5430,,3377,,,,,,,,,,,,,,,
wilaya ya muleba,muleba kusini,magata/karutanga,geofrey ezekiel samson,1,1380,5396,,1380,,,,,,,,,,,,,,,
wilaya ya muleba,muleba kusini,magata/karutanga,kilama christopher theobard,1,318,5411,,,,,318,,,,,,,,,,,,
wilaya ya muleba,muleba kusini,mazinga,alex thadeo bakenjera,1,606,5386,,606,,,,,,,,,,,,,,,
wilaya ya muleba,muleba kusini,mazinga,gotifridi rwegoshora january,1,14,5398,,,14,,,,,,,,,,,,,,
wilaya ya muleba,muleba kusini,mazinga,jackson jacob mtullah,1,384,5400,,,,,384,,,,,,,,,,,,
wilaya ya muleba,muleba kusini,mubunda,kalinjuma andrea kamili,1,2479,5407,,2479,,,,,,,,,,,,,,,
wilaya ya muleba,muleba kusini,mubunda,martin kangedera byabato,1,84,5415,,,,,84,,,,,,,,,,,,
wilaya ya muleba,muleba kusini,mubunda,thomasi musilikali thomasi,1,1151,5435,,,1151,,,,,,,,,,,,,,
wilaya ya muleba,muleba kusini,muleba,bengesi vedasto mpinzire,1,15,5390,,,,,,,,,,,,,,,15,,
wilaya ya muleba,muleba kusini,muleba,medard justinian mushobozi,1,1343,5417,,1343,,,,,,,,,,,,,,,
wilaya ya muleba,muleba kusini,muleba,millanga hassan ramadhani,1,1817,5419,,,,,1817,,,,,,,,,,,,
wilaya ya muleba,muleba kusini,muleba,swaibu swed munyai,1,56,5433,,,56,,,,,,,,,,,,,,
wilaya ya muleba,muleba kusini,nshamba,kabelinde sospeter jones,1,2865,5404,,,,,,,,2865,,,,,,,,,
wilaya ya muleba,muleba kusini,nshamba,kashaija godfrey angelo,1,279,5408,,,279,,,,,,,,,,,,,,
wilaya ya muleba,muleba kusini,nshamba,rwiterana sebastian ndamanyile,1,2793,5431,,2793,,,,,,,,,,,,,,,
wilaya ya muleba,muleba kusini,rulanda,christian ndibalema theonest,1,34,5392,,,,,34,,,,,,,,,,,,
wilaya ya muleba,muleba kusini,rulanda,evart ernest tilwetwa,1,1290,5394,,1290,,,,,,,,,,,,,,,
wilaya ya muleba,muleba kusini,rulanda,yunusu abdallah katangayo,1,902,5437,,,902,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,bugwema,joshua owino oyugi,1,15,5454,,,,,15,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,bugwema,maswi mnanka marwa,1,1269,5472,,1269,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,bugwema,peter odhiambo miruka,1,761,5492,,,761,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,buhemba,boniface matare masero,1,1413,5441,,1413,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,buhemba,isaya john maginga,1,448,5452,,,448,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,bukabwa,muhoya muriro musasi,1,1267,5479,,1267,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,bukabwa,raphael komogo kigarwiri,1,275,5493,,,,,,,,,,,,,,275,,,
wilaya ya musoma,musoma vijijini,bukabwa,simba butika william,1,250,5499,,,250,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,bukima,mayamba ruti mugeta,1,1659,5474,,,,,1659,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,bukima,passy sindai majogoro,1,1549,5489,,1549,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,bukumi,chomya saimoni ndege,1,1687,5443,,1687,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,bukumi,paulo musa mugaywa,1,736,5490,,,736,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,bulinga,mambo japani rebule,1,1100,5468,,,1100,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,bulinga,nyeriga marwa matiku,1,722,5488,,722,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,bulinga,sadiki mufungo nyarege,1,5,5496,,,,,,,,,,,,,,5,,,
wilaya ya musoma,musoma vijijini,busegwe,mazagi wanani magonze,1,533,5475,,,533,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,busegwe,mkoji richard ruhuta,1,47,5478,,,,,,,,,,,,,,47,,,
wilaya ya musoma,musoma vijijini,busegwe,nyambiro robert kyabari,1,750,5486,,750,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,butuguri,matamwe edward samweli,1,640,5473,,640,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,butuguri,mbasso lawrance makangajo,1,255,5476,,,255,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,butuguri,mwita charles mugendi,1,979,5482,,,,,,,,,,,,,,979,,,
wilaya ya musoma,musoma vijijini,bwasi,kamome hezekia kamome,1,875,5456,,875,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,bwasi,mafuru mkaruka karoli,1,1255,5463,,,,,,,,,,,,,,1255,,,
wilaya ya musoma,musoma vijijini,bwasi,mulagara mugeta soja,1,83,5480,,,83,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,etaro,kasaja joakimu makoba,1,12,5459,,,,,12,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,etaro,musimu dismas makene sasita,1,772,5481,,,772,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,etaro,paulo sadam charamba ngeregere,1,1090,5491,,1090,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,etaro,rukonge mung'oi sangu,1,9,5495,,,,,,,,9,,,,,,,,,
wilaya ya musoma,musoma vijijini,kiriba,chumi kabura katikiro,1,84,5445,,,84,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,kiriba,karabai kabate nyamakanga,1,1794,5458,,1794,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,kiriba,makene nyamboga makene,1,18,5465,,,,,,,,,,,,,,18,,,
wilaya ya musoma,musoma vijijini,kiriba,malinda mafuru changwe,1,2099,5467,,,,,,,,,,,2099,,,,,,
wilaya ya musoma,musoma vijijini,kukirango,ahley zaidi machekah,1,19,5439,,,,,19,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,kukirango,issa ihunyo khazi,1,2911,5453,,,2911,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,kukirango,kisuka fidelis igogwe,1,2417,5461,,2417,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,kyanyari,meng'anyi lucas mtatiro,1,1026,5477,,,1026,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,kyanyari,nashoni thomas otom,1,1911,5483,,1911,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,makojo,kanaja misana ngereja,1,360,5457,,,360,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,makojo,kuyenga sobago masatu,1,1175,5462,,1175,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,makojo,masinde ndege bwire,1,412,5471,,,,,,,,,,,,,,412,,,
wilaya ya musoma,musoma vijijini,masaba,ngibbombi mugare wambura,1,1207,5484,,1207,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,masaba,robert madebe masandara,1,713,5494,,,,,,,,,,,,,,713,,,
wilaya ya musoma,musoma vijijini,masaba,shaban anthony tungu,1,135,5498,,,135,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,mugango,nyakia faraja kikomati,1,654,5485,,,,,,,,,,,654,,,,,,
wilaya ya musoma,musoma vijijini,mugango,taa paul kitema,1,189,5500,,,189,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,mugango,wandwi maguru kunju,1,1590,5501,,1590,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,murangi,christopher masamaki gunje,1,1523,5444,,1523,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,murangi,davada charles masatu,1,1195,5446,,,1195,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,nyakatende,alfred jumanne john,1,1615,5440,,,1615,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,nyakatende,kasonyi gerald mfungo,1,1939,5460,,1939,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,nyambono,gamba aristarco mashauri,1,1540,5448,,1540,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,nyambono,grayson mufungo ndaro,1,2221,5451,,,,,2221,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,nyamimange,david mwita marwa,1,613,5447,,,613,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,nyamimange,nyanswe augustine chacha,1,852,5487,,852,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,nyamrandirira,magoti godfrey magoti,1,769,5464,,,769,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,nyamrandirira,maregesi ruteli obadia,1,1547,5469,,1547,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,nyankanga,charles lucas nyasebwa,1,1061,5442,,1061,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,nyankanga,jumapili masegenya nyamakurura,1,861,5455,,,861,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,sirori-simba,ghati warioba giyoyo,1,1070,5449,,,1070,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,sirori-simba,gissey gissey nyasenso,1,815,5450,,815,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,tegeruka,makunja mutanda mengere,1,151,5466,,,,,,,,,,,,,,151,,,
wilaya ya musoma,musoma vijijini,tegeruka,mashauri alpha mordekai,1,1011,5470,,1011,,,,,,,,,,,,,,,
wilaya ya musoma,musoma vijijini,tegeruka,saimon minzimalulu kibandile,1,774,5497,,,,,774,,,,,,,,,,,,
wilaya ya mvomero,mvomero,bunduki,abdon henry mbeteni,1,1676,5502,,1676,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,bunduki,jonasi gabriel mkude,1,318,5525,,,318,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,dakawa,makunja yusuph athumani,1,2421,5533,,2421,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,dakawa,mwinchande mohamedi maingila,1,442,5542,,,,,442,,,,,,,,,,,,
wilaya ya mvomero,mvomero,diongoya,issa hamisi kikobo,1,138,5520,,,,,138,,,,,,,,,,,,
wilaya ya mvomero,mvomero,diongoya,jonas van zeeland,1,2778,5524,,2778,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,diongoya,mushema mukyanuzi rukambile,1,1566,5540,,,1566,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,doma,conslata robert kiwenge,1,287,5512,,,,,,,,287,,,,,,,,,
wilaya ya mvomero,mvomero,doma,daudi khalifa mwanawaya,1,51,5514,,,,,51,,,,,,,,,,,,
wilaya ya mvomero,mvomero,doma,elimu abdallah kisugulu,1,2109,5516,,2109,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,hembeti,adamu kijema omary,1,182,5503,,,,,182,,,,,,,,,,,,
wilaya ya mvomero,mvomero,hembeti,hamisi rajabu ally,1,597,5518,,,597,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,hembeti,malaja juma selemani,1,2848,5534,,2848,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,hembeti,ramadhani ismaily mafungo,1,36,5546,,,,,,36,,,,,,,,,,,
wilaya ya mvomero,mvomero,kanga,anna rashid  chazua,1,1295,5504,,1295,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,kanga,mdyavyedi bakari mohamedi,1,1194,5535,,,1194,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,kanga,mfyomi hamisi mbwana,1,129,5536,,,,,129,,,,,,,,,,,,
wilaya ya mvomero,mvomero,kibati,hoseni shabani ngoli,1,895,5519,,,895,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,kibati,muhsin omary mngoji,1,1385,5539,,1385,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,kikeo,bonnphas josephu lukonge,1,99,5509,,,99,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,kikeo,msambala exaveri antoni,1,1021,5537,,1021,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,langali,chiwambo peter josephu,1,220,5510,,,220,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,langali,cletus ambros lukoo,1,1067,5511,,1067,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,langali,msimbe adaut leo,1,16,5538,,,,,,,,,,,,,,16,,,
wilaya ya mvomero,mvomero,luale,kikombe alfred ng'atigwa,1,604,5529,,604,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,luale,patrick idi simba,1,239,5543,,,239,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,luale,rogati leonard chamsa,1,311,5547,,,,,311,,,,,,,,,,,,
wilaya ya mvomero,mvomero,maskati,augustini thomasi kadudu,1,1019,5507,,1019,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,maskati,john philip paulo mgalatia,1,140,5523,,,,,140,,,,,,,,,,,,
wilaya ya mvomero,mvomero,mgeta,anthoni teresphory rock,1,140,5505,,,140,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,mgeta,godfrey hermani lwanda,1,1065,5517,,1065,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,mhonda,baltazari yakobo mbevi,1,1702,5508,,,,,,,,,,,,,,1702,,,
wilaya ya mvomero,mvomero,mhonda,salum hamza mzugi,1,2666,5549,,2666,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,mlali,juma abdalah rajabu,1,3559,5526,,3559,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,mlali,kampeni kassim shabani,1,680,5527,,,680,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,mlali,salehe kilele kidakodako,1,597,5548,,,,,597,,,,,,,,,,,,
wilaya ya mvomero,mvomero,mtibwa,khalidy juma mgonja,1,293,5528,,,,,293,,,,,,,,,,,,
wilaya ya mvomero,mvomero,mtibwa,paulo chasama kiyumbi,1,3607,5544,,3607,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,mtibwa,tusekile edson mwakyoma,1,3819,5553,,,3819,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,mvomero,kushiba abdallah ramadhani,1,984,5530,,,,,984,,,,,,,,,,,,
wilaya ya mvomero,mvomero,mvomero,selemani shomari mwinyi,1,2172,5550,,2172,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,mvomero,shaha said abdalla,1,45,5552,,,,,,45,,,,,,,,,,,
wilaya ya mvomero,mvomero,mzumbe,jaka telesphor michael,1,2502,5522,,2502,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,mzumbe,mustafa ally chonge,1,484,5541,,,484,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,mzumbe,shabani ramadhani mnzese,1,99,5551,,,,,99,,,,,,,,,,,,
wilaya ya mvomero,mvomero,nyandira,lubakiji modesta nyanzobhe,1,1147,5531,,1147,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,nyandira,peter joseph zengwe,1,958,5545,,,958,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,sungaji,athumani ahamadi mkimbu,1,1922,5506,,1922,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,sungaji,edward paschal makamba,1,49,5515,,,,,49,,,,,,,,,,,,
wilaya ya mvomero,mvomero,sungaji,jailos john msigwa,1,1548,5521,,,1548,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,tchenzema,daudi gerlad dimosso,1,1028,5513,,1028,,,,,,,,,,,,,,,
wilaya ya mvomero,mvomero,tchenzema,lunde isdory  mizambwa,1,205,5532,,,205,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,chomvu,chaela gumirija mwika,1,125,5560,,,125,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,chomvu,mchomvu eliesikia seshika,1,1336,5575,,1336,,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,jipe,bernad njako,1,20,5557,,,,,20,,,,,,,,,,,,
wilaya ya mwanga,mwanga,jipe,hussein miraji mfangavo,1,499,5567,,499,,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,jipe,nassibu zuberi mziray,1,162,5583,,,162,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,kifula,boka bakari. s. kaira,1,1140,5558,,1140,,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,kifula,muhidini issa sengondo,1,268,5581,,,,,268,,,,,,,,,,,,
wilaya ya mwanga,mwanga,kighare,abdurahamani selemani kadeghe,1,1200,5554,,1200,,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,kighare,yassin abdallah mmbaga,1,143,5589,,,143,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,kigonigoni,boma rajabu ally,1,386,5559,,386,,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,kigonigoni,shafii mzee mmbaga,1,252,5586,,,,,252,,,,,,,,,,,,
wilaya ya mwanga,mwanga,kileo,bakari sabani mbiruka,1,10,5556,,,,,10,,,,,,,,,,,,
wilaya ya mwanga,mwanga,kileo,kirua hassan msangi,1,554,5571,,,554,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,kileo,kuria rajabu msuya,1,2211,5572,,2211,,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,kirongwe,halima anase kajia,1,101,5565,,,,,101,,,,,,,,,,,,
wilaya ya mwanga,mwanga,kirongwe,kiravo hasani mndeme,1,977,5570,,977,,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,kirya,kahongo abtwalib msuya,1,646,5569,,646,,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,kirya,mputa philemon mwaka,1,209,5579,,,209,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,kwakoa,dr. rodgers barnaba msangi,1,686,5562,,686,,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,kwakoa,ramla iddi msangi,1,41,5584,,,,,41,,,,,,,,,,,,
wilaya ya mwanga,mwanga,lang`ata,jaffar hamis kandege,1,1166,5568,,1166,,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,lang`ata,matias gervas komba,1,667,5574,,,667,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,lembeni,clever john msofe,1,277,5561,,,277,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,lembeni,mamboleo teri mshana,1,1874,5573,,1874,,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,lembeni,mvungi lucas felix,1,112,5582,,,,,,,,,,,,,,112,,,
wilaya ya mwanga,mwanga,mgagao,mkumbwa eliezer,1,726,5577,,726,,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,mgagao,mnzava deodatus ramadhani,1,545,5578,,,545,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,mwanga,ashrafali hamisi mruma,1,2123,5555,,2123,,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,mwanga,saidi athumani sembua,1,664,5585,,,664,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,mwanga,simon jeremia mkwizu,1,79,5587,,,,,79,,,,,,,,,,,,
wilaya ya mwanga,mwanga,ngujini,michael lazaro mbaga,1,109,5576,,,109,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,ngujini,theresia pamphil msuya,1,562,5588,,562,,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,shighatini,enea hoseniel mrutu,1,1442,5563,,1442,,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,shighatini,hamisi idd mushi,1,144,5566,,,144,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,toroha,ghendiwa mohamedi selemani,1,502,5564,,502,,,,,,,,,,,,,,,
wilaya ya mwanga,mwanga,toroha,mshangama amiri juma,1,69,5580,,,,,69,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,chiola,amiri alli gwajiri,1,386,5590,,,,,386,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,chiola,chiwalo mohamed hassani,1,955,5600,,955,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,kiegei,madogo hemedi saidi,1,555,5622,,,,,555,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,kiegei,rajabu shaweji matanda,1,540,5657,,540,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,kilimanihewa,mchia michael clemence,1,540,5631,,540,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,kilimanihewa,namangaya khamisi namangaya,1,73,5647,,,73,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,kilimanihewa,upupu mohamed ally (meja),1,213,5667,,,,,213,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,kilimarondo,ng`ombo edwini edward,1,245,5651,,,245,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,kilimarondo,pindepinde rajabu yasini,1,351,5656,,,,,351,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,kilimarondo,simba haridi chande,1,505,5663,,505,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,kipara mnero,litojo ajibu amury,1,437,5621,,,,,437,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,kipara mnero,maurus vitus mbinga,1,669,5628,,669,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,kipara mtua,chimogo ally ajibu,1,480,5594,,480,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,kipara mtua,mtambula fabiola piusi,1,215,5642,,,,,215,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,marambo,chikawe abdallah musa,1,1139,5592,,1139,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,marambo,makoroboi abdallah sulleiman atwita,1,203,5623,,,203,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,marambo,nyamba omari bakari,1,569,5654,,,,,569,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,matekwe,johari maulidi malik,1,246,5607,,,,,246,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,matekwe,mtopoka mohamedi gelasius,1,436,5644,,436,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mbondo,chindole selemani omary,1,903,5595,,,,,903,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mbondo,mbellenje hassani hemedi,1,38,5629,,,38,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mbondo,mpyagila adinani ally,1,1173,5640,,1173,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mchonda,litimba elizabeti josephati,1,142,5620,,,,,142,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mchonda,nangae v saboso,1,14,5648,,,,,,,,,,,,,,,14,,
wilaya ya nachingwea,nachingwea,mchonda,penengu rabia juma,1,486,5655,,486,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mitumbati,issaya michael ndwewe,1,890,5606,,890,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mitumbati,likoko miraji mshamu,1,193,5618,,,,,193,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mkoka,kalembo hamisi mbonde,1,837,5613,,,,,837,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mkoka,mnubi saidi alli,1,904,5638,,904,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mkotokuyana,likolovela ahmadi asali,1,530,5619,,,530,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mkotokuyana,makota saada yunus,1,528,5625,,528,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mkotokuyana,tumolote namwadilanga mnango,1,30,5666,,,,,30,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mnero miembeni,chinguile musa naluchonga,1,1141,5596,,1141,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mnero miembeni,jumanne sakii ally,1,816,5610,,,,,816,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mnerongongo,juma abrahimu chipanga,1,24,5609,,,,,24,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mnerongongo,mathew mathew mlaponi,1,836,5627,,836,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mnerongongo,saidi kondradi ng'itu,1,407,5660,,,407,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mpiruka,hasina mohamedi hokororo,1,155,5603,,,,,155,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mpiruka,ngajupa hamisi mohamedi,1,890,5652,,890,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mpiruka,tamba jamali fideli,1,498,5665,,,498,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mtua,john edmund mrope,1,407,5608,,,407,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mtua,karlos morris kleofas,1,73,5614,,,,,73,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,mtua,mkwawa emelius omari,1,369,5636,,369,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,nachingwea,lada omari jabiri,1,869,5616,,,,,869,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,nachingwea,makoroganya ahmad salum,1,2223,5624,,2223,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,nachingwea,sadati abdallah kamaru,1,844,5659,,,844,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,naipanga,chitawala rashidi issa,1,1002,5599,,1002,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,naipanga,misere sefu athumani,1,202,5634,,,,,202,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,naipanga,sultani abdul adinani,1,986,5664,,,986,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,naipingo,leonard raphael ndonga,1,255,5617,,,,,255,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,naipingo,mrope hamidu mahamudu,1,594,5641,,594,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,namapwia,idrisa abdala muhepe,1,360,5605,,,,,360,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,namapwia,mwenyewe seifu juma,1,545,5645,,545,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,namatula,dovela salivana dovela,1,45,5601,,,,,,,,,,,,,45,,,,
wilaya ya nachingwea,nachingwea,namatula,mimu abasi ally,1,696,5633,,696,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,namatula,sijaona haji abeid,1,171,5662,,,,,171,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,nambambo,chitanda ally omari,1,83,5597,,,83,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,nambambo,hamisi bakari masudi,1,142,5602,,,,,142,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,nambambo,kasembe leonard beda,1,439,5615,,439,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,namikango,mbinga abdala salum,1,554,5630,,554,,,,,,,,,,,,,,,
wilaya ya nachingwea,nachingwea,namikango,ng'alakanya seifu ali,1,395,5650,,,,,395,,,,,,,,,,,,
