hh1,hh2,b04_district,strate,b05_region,b06_departemen,b07_souspref,b08_commune,b09_zd,b10_nomvillag,b11_quartcpt,milieu,pop_density
250,1,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60240,KOUAME-ZIANKRO,BAKARIKRO,Rural,173.4462915601023
251,4,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60,ZARANOU,ADDIS ABEBA,Urbain,173.4462915601023
242,11,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,60080,AMEAKRO,DIMBOKRO,Rural,173.4462915601023
236,10,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,700,KAFETOU,KAFETOU,Urbain,173.4462915601023
252,10,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60090,BEBOU,,Rural,173.4462915601023
252,8,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60090,BEBOU,ANCIEN QUARTIER,Rural,173.4462915601023
242,6,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,60080,KOUADIOKRO,,Rural,173.4462915601023
246,1,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60090,KOUAKOU NDRAMANKRO,AGNI,Rural,173.4462915601023
245,1,4,indenie-djuablin,indenie-djuablin,abengourou,ebilassokro,non communal,4004,EBILASSOKRO,AGNIKRO,Urbain,173.4462915601023
242,12,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,60080,AMEAKRO,DIMBOKRO,Rural,173.4462915601023
252,1,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60090,BEBOU,NOUVEAU QUARTIER,Rural,173.4462915601023
251,12,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60,ZARANOU,,Urbain,173.4462915601023
236,6,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,700,ABENGOUROU,CAFETOU,Urbain,173.4462915601023
241,1,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,40060,AMELEKIA,BOUGEOISIE,Urbain,173.4462915601023
251,3,4,indenie-djuablin,indenie-djuablin,abengourou,zaranou,non communal,60,ZARANOU,ADDIS ABEBA,Urbain,173.4462915601023
240,7,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60220,KODJINAN,KODJINAN,Rural,173.4462915601023
249,5,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60210,APPROMPRONOU,ALIKRO,Rural,173.4462915601023
240,8,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60220,KODJINAN,KODJINAN,Rural,173.4462915601023
249,11,4,indenie-djuablin,indenie-djuablin,abengourou,yakasse-feyasse,non communal,60210,APPROMPRONOU,ALIKRO,Rural,173.4462915601023
243,4,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60140,AMIAN KOUASSIKRO,MOSSIKRO,Rural,173.4462915601023
237,4,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,810,ABENGOUROU,BELLEVILLE 1,Urbain,173.4462915601023
235,2,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,1038,ABENGOUROU,RESIDENTIEL,Urbain,173.4462915601023
248,6,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60290,AFFALIKRO,,Rural,173.4462915601023
240,1,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60220,KODJINAN,KODJINAN,Rural,173.4462915601023
235,8,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,300,ABENGOUROU,RESIDENTIEL,Urbain,173.4462915601023
241,9,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,40060,AMELEKIA,,Urbain,173.4462915601023
241,10,4,indenie-djuablin,indenie-djuablin,abengourou,amelekia,non communal,40060,AMELEKIA,,Urbain,173.4462915601023
236,2,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,700,CAFETOU,CAFETOU,Urbain,173.4462915601023
240,4,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60220,KODJINAN,KODJINAN,Rural,173.4462915601023
247,9,4,indenie-djuablin,indenie-djuablin,abengourou,niable,non communal,60270,AFFALIKRO,ASSEKRO,Rural,173.4462915601023
235,10,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,communal,300,ABENGOUROU,RESIDENTIEL 1,Urbain,173.4462915601023
243,5,4,indenie-djuablin,indenie-djuablin,abengourou,aniassue,non communal,60140,AMIAN KOUASSIKRO,MOSSIKRO,Rural,173.4462915601023
249,7,4,indenie-djuablin,indenie-djuablin,abengourou,abengourou,non communal,60210,APPROMPRONOU,KONANKRO,Rural,173.4462915601023
94,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11940,ZONE INDUSTRIELLE,GESCO MONDJON,Urbain,7513.235897435898
51,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,1910,KOUMASSI,REMBLAIS,Urbain,7513.235897435898
51,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,1910,KOUMASSI,REMBLAIS,Urbain,7513.235897435898
23,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9830,ABOBO,CLOUETCHA,Urbain,7513.235897435898
71,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,3270,PORT BOUET,JEAN FOLLY,Urbain,7513.235897435898
85,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,5160,YOPOUGON SANTE,,Urbain,7513.235897435898
101,3,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,communal,360,ANYAMA,GARE,Urbain,7513.235897435898
23,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9830,ABOBO,KENNEDY CLOUETCHA,Urbain,7513.235897435898
9,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4690,ABIDJAN,AGNISSANKOI AVOCATIER,Urbain,7513.235897435898
75,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,9,930,AUGUST DENISE,AUGUST DENISE,Urbain,7513.235897435898
22,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9470,ABOBO,SANS MANQUER,Urbain,7513.235897435898
106,10,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,communal,370,BINGERVILLE,BLACHON,Urbain,7513.235897435898
104,9,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,non communal,6007,ATTINGUIE,BORIBANA,Rural,7513.235897435898
71,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,3270,1,JEAN FOLLY,Urbain,7513.235897435898
44,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,2710,ABIDJAN,AGHIEN,Urbain,7513.235897435898
24,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,20,ADJAME,DALLAS,Urbain,7513.235897435898
90,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11530,ZONE INDUSTRIELLE,DEGUERPI,Urbain,7513.235897435898
45,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,2910,ABIDJAN,7EME TRANCHE,Urbain,7513.235897435898
87,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,7440,NIANGON SUD,TERMINUS 27,Urbain,7513.235897435898
33,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1190,ATTECOUBE,ATTECOUBE 3,Urbain,7513.235897435898
59,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,1820,MARCORY,JEAN BAPTISTE MOCKEY,Urbain,7513.235897435898
74,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,9,1120,TREICHVILLE,BELLEVILLE,Urbain,7513.235897435898
31,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2530,ADJAME,WILLIAMSVILLE,Urbain,7513.235897435898
4,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,3580,ABIDJAN,BANCO,Urbain,7513.235897435898
25,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,1400,ADJAME,ADJAME NORD,Urbain,7513.235897435898
104,10,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,non communal,6007,ATTINGUIE,BORIBANA,Rural,7513.235897435898
30,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2352,ADJAME,ADJAME SODECI FILTISAC,Urbain,7513.235897435898
75,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,9,930,AUGUSTE DENISE,AUGUSTE DENISE,Urbain,7513.235897435898
94,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1940,ZONE INDUSTRIELLE,GESCO MONDON,Urbain,7513.235897435898
56,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,3290,KOUMASSI,05,Urbain,7513.235897435898
46,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,4180,ABIDJAN,DJOROGOBITE 2,Urbain,7513.235897435898
16,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6610,ABOBO,AGBEKOI,Urbain,7513.235897435898
77,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,580,YOPOUGON,GAR SUD SODECI,Urbain,7513.235897435898
47,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,4260,ABIDJAN,DJOROBITE,Urbain,7513.235897435898
99,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,9730,GESCO MANUTENTION,CIEL,Urbain,7513.235897435898
43,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,1930,ABIDJAN,LYCEE TECHNIQUE,Urbain,7513.235897435898
88,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,870,YOPOUGON GARE SUD SODECI,WASSAKARA,Urbain,7513.235897435898
2,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,1540,ABIDJAN,ANONKOI,Urbain,7513.235897435898
2,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,1540,ABIDJAN,ANONKOI 3,Urbain,7513.235897435898
37,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,2250,ATTECOUBE,SEBROKO,Urbain,7513.235897435898
26,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,90,ADJAME,ADJAME VILLAGE,Urbain,7513.235897435898
6,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4140,ABIDJAN,AVOCATIER AGNISSANKOI,Urbain,7513.235897435898
27,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,200,ADJAME,SAINT MICHEL,Urbain,7513.235897435898
82,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,2760,YOPOUGON,PORT BOUET 2,Urbain,7513.235897435898
27,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,200,ADJAME,SAINT-MICHEL,Urbain,7513.235897435898
8,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4200,ABIDJAN,AGNISSANKOI AVOCATIER,Urbain,7513.235897435898
103,11,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,communal,103,ANYAMA,ASSOIKON,Urbain,7513.235897435898
48,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,1220,KOUMASSI,REMBLAIS,Urbain,7513.235897435898
20,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9050,ABOBO,ABOBOTE,Urbain,7513.235897435898
3,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,3210,ABIDJAN,SAGBE CENTRE,Urbain,7513.235897435898
69,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,2380,PORT BOUET,ADJOUFFOU 1,Urbain,7513.235897435898
101,1,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,communal,360,ANYAMA,GARE,Urbain,7513.235897435898
23,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9830,ABOBO,CLOUETCHA KENNEDY,Urbain,7513.235897435898
36,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,980,ATTECOUBE,SANTE 3 MOSSIKRO,Urbain,7513.235897435898
109,12,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,non communal,60160,M'BATTO-BOUAKE,VATICAN,Rural,7513.235897435898
62,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,830,MARCORY,ANOUMANBO,Urbain,7513.235897435898
78,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1010,YOPOUGON,GESCO MANUTENTION,Urbain,7513.235897435898
30,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,235,ADJAME,SODECI FILTISAC,Urbain,7513.235897435898
21,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9210,ABOBO,ABOBOTE,Urbain,7513.235897435898
97,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,9230,ADIAPODOUME,ADIAPODOUME,Urbain,7513.235897435898
29,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2200,ADJAME,WILLIAMSVILLE 2,Urbain,7513.235897435898
58,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,1200,MARCORY SANS FILE,MARKORY SANS FILE,Urbain,7513.235897435898
81,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1710,YOPOUGON,YOPOUGON ATTIE,Urbain,7513.235897435898
46,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,4180,ABIDJAN,DJOROGOBITE 2,Urbain,7513.235897435898
29,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,20,ADJAME,ADJAME WILLIAMSVILLE 2,Urbain,7513.235897435898
75,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,9,930,AUGUSTE DENISE,AUGUSTE DENISE,Urbain,7513.235897435898
88,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,870,YOPOUGON GARE SUD SODECI,WASSAKARA,Urbain,7513.235897435898
35,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,880,ATTECOUBE,SANTE 3 MOSSIKRO,Urbain,7513.235897435898
66,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,1640,PORT BOUET,DERRIERE WHARF,Urbain,7513.235897435898
19,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,8240,ABOBO,ANADOR,Urbain,7513.235897435898
108,3,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,non communal,60130,ADJAME-BINGERVILLE,ADJAME-BINGERVILLE,Rural,7513.235897435898
77,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1630,YOPOUGON,YOPOUGON GARE SUD SODECI,Urbain,7513.235897435898
94,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11940,ZONE INDUSTRIELLE,GESCO MONDON,Urbain,7513.235897435898
36,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,980,ATTECOUBE,ATTECOUBE SANTE 3 MOSSIKRO,Urbain,7513.235897435898
56,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,3290,KOUMASSI FANNY,KOUMASSI FANNY,Urbain,7513.235897435898
55,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,2440,KOUMASSI,GRAND MARCHE,Urbain,7513.235897435898
58,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,1200,MARCORY SANS FILE,MARCORY,Urbain,7513.235897435898
95,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,2141,ZONE INDUSTRIELLE,ZOMPLEU,Urbain,7513.235897435898
35,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,880,ATTECOUBE,ATTECOUBE SANTE 3,Urbain,7513.235897435898
9,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4690,ABIDJAN,AGNISSANKOI,Urbain,7513.235897435898
109,7,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,non communal,60160,MBATTO BOUAKE,VATICAN,Rural,7513.235897435898
107,11,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,communal,173,BINGERVILLE,BLACHON,Urbain,7513.235897435898
62,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,830,ANOUMANBO,ANOUMANBO,Urbain,7513.235897435898
88,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,870,YOPOUGON GARE SUD SODECI,WASSAKARA,Urbain,7513.235897435898
52,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,1940,KOUMASSI,PROGRES,Urbain,7513.235897435898
78,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,10100,YOPOUGON,PORT BOUET2,Urbain,7513.235897435898
110,1,1,grands-ponts,district autonome d'abidjan,abidjan,brofodoume,non communal,60110,BANGAKOI,BANGAKOI,Rural,7513.235897435898
99,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,9730,GESCO MANUTENTION,CIEL,Urbain,7513.235897435898
21,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9210,ABOBO,ABOBOTE,Urbain,7513.235897435898
105,6,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,non communal,60240,ANYAMA,ABONOU,Rural,7513.235897435898
91,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,11660,ZONE INDUSTRIELLE,AN 2000,Urbain,7513.235897435898
62,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,830,ANOUMABO,ANOUMABO,Urbain,7513.235897435898
65,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,1590,PORT BOUET,PHARE LITTORAL,Urbain,7513.235897435898
32,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2830,ADJAME,PAILLET,Urbain,7513.235897435898
54,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,2280,KOUMASSI,PROGRES,Urbain,7513.235897435898
18,12,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,7710,ABOBO,ABOBO SUD 2EME TRANCHE,Urbain,7513.235897435898
108,9,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,communal,60130,BINGERVILLE,ADJAME BINGERVILLE,Rural,7513.235897435898
5,2,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4111,,AVOCATIER N'GUESSANKOI,Urbain,7513.235897435898
974,6,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,non communal,60110,MENNI,CABOUE,Rural,7513.235897435898
109,3,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,non communal,60160,M'BATTO-BOUAKE,M'BATTO,Rural,7513.235897435898
106,5,1,grands-ponts,district autonome d'abidjan,abidjan,bingerville,communal,370,BINGERVILLE,BLACHON,Urbain,7513.235897435898
56,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,3290,KOUMASSI,05,Urbain,7513.235897435898
34,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1310,ATTECOUBE,AGBAN ATTIE,Urbain,7513.235897435898
33,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1190,ATTECOUBE,ATTECOUBE 3,Urbain,7513.235897435898
61,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,830,ANOUMAMBO,ANOUMAMBO,Urbain,7513.235897435898
101,8,1,grands-ponts,district autonome d'abidjan,abidjan,anyama,communal,360,ANYAMA,GARE,Urbain,7513.235897435898
45,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,4,2910,ABIDJAN,7EME TRANCHE,Urbain,7513.235897435898
4,1,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,3580,ABIDJAN,BANCO,Urbain,7513.235897435898
30,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,2350,ADJAME,SODECI FILTISAC,Urbain,7513.235897435898
33,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1190,ATTECOUBE,ATTECOUBE 3,Urbain,7513.235897435898
3,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,3210,ABIDJAN,SAGBE CENTRE,Urbain,7513.235897435898
6,10,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,4140,ABIDJAN,AVOCATIER AGNISSANKOI,Urbain,7513.235897435898
16,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,6610,ABOBO,AGBEKOI,Urbain,7513.235897435898
58,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,6,1200,MARCORY,ANOUMANBO,Urbain,7513.235897435898
54,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,5,2280,KOUMASSI,PROGRES,Urbain,7513.235897435898
74,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,9,1120,HABITAT BELLE VILLE,HABITAT BELLE VILLE,Urbain,7513.235897435898
2,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,1540,ABIDJAN,ANONKOI 3,Urbain,7513.235897435898
29,3,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,2200,ADJAME,WILLIAMSVILLE 2,Urbain,7513.235897435898
88,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,870,YOPOUGON GARE SUD SODECI,WASSAKARA,Urbain,7513.235897435898
34,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,1310,ATTECOUBE,AGBAN ATTIE,Urbain,7513.235897435898
24,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,2,20,ADJAME,DALLAS,Urbain,7513.235897435898
110,5,1,grands-ponts,district autonome d'abidjan,abidjan,brofodoume,non communal,60080,BANGAKOI,KALIFAKOI,Rural,7513.235897435898
66,6,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,1640,PORT BOUET,DERRIERE WHARF,Urbain,7513.235897435898
69,5,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,2380,PORT BOUET,ADJOUFFOU 1,Urbain,7513.235897435898
80,8,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1310,YOPOUGON,BANCO 2,Urbain,7513.235897435898
23,4,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9830,ABOBO,CLOUETCH KENEDY,Urbain,7513.235897435898
64,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,8,1040,PORT BOUET,ABATOIR 2,Urbain,7513.235897435898
978,2,1,grands-ponts,district autonome d'abidjan,abidjan,brofodoume,non communal,60140,DJEUDJI,DJEUDJI,Rural,7513.235897435898
80,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,1310,YOPOUGON,BANCO 2,Urbain,7513.235897435898
37,9,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,3,2250,ATTECOUBE,SEBROKO,Urbain,7513.235897435898
97,11,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,10,9230,ADIOPODOUME,VILLAGE ADIOPODOUME,Urbain,7513.235897435898
22,7,1,ville d'Abidjan,district autonome d'abidjan,abidjan,abidjan,communal,9470,ABOBO,SANS MANQUER,Urbain,7513.235897435898
